,series_id,night,onset,wakeup,sleeping_hours
667,1c7c0bad1263,2,0,6,6.2
668,1c7c0bad1263,3,4,8,4.18
669,1c7c0bad1263,5,0,9,9.15
670,1c7c0bad1263,6,1,7,6.68
671,1c7c0bad1263,7,23,5,6.23
672,1d4569cbac0f,2,0,7,7.23
673,1d4569cbac0f,3,3,11,8.08
674,1d4569cbac0f,4,3,11,8.03
675,1d4569cbac0f,6,0,8,8.72
676,1d4569cbac0f,9,0,8,8.9
677,1d4569cbac0f,10,2,11,9.03
678,1d4569cbac0f,11,1,10,9.12
679,1d4569cbac0f,13,23,7,8.05
680,1d4569cbac0f,19,2,8,6.17
681,1d4569cbac0f,32,1,9,8.12
682,1e6717d93c1d,1,21,7,10.85
683,1e6717d93c1d,3,22,7,9.15
684,1e6717d93c1d,4,23,7,8.32
685,1e6717d93c1d,5,22,7,9.08
686,1e6717d93c1d,6,21,6,9.12
687,1e6717d93c1d,9,22,6,8.85
688,1f96b9668bdf,6,18,6,12.25
689,1f96b9668bdf,7,22,5,7.62
690,1f96b9668bdf,10,22,2,4.08
691,1f96b9668bdf,11,0,8,8.53
692,1f96b9668bdf,12,20,7,11.05
693,1f96b9668bdf,13,20,7,11.12
694,1f96b9668bdf,14,20,6,10.32
695,1f96b9668bdf,18,19,6,11.17
696,1f96b9668bdf,19,20,6,10.37
697,1f96b9668bdf,20,20,6,10.55
698,1f96b9668bdf,21,20,6,10.4
699,1f96b9668bdf,27,20,7,11.48
700,1f96b9668bdf,28,20,3,7.13
701,1f96b9668bdf,31,20,6,10.3
702,1f96b9668bdf,32,20,6,10.07
703,207eded97727,1,22,9,11.38
704,207eded97727,5,20,7,11.53
705,207eded97727,6,20,7,11.65
706,207eded97727,7,20,6,10.32
707,207eded97727,8,21,7,10.55
708,207eded97727,9,23,8,9.18
709,207eded97727,10,23,7,8.62
710,207eded97727,11,21,7,10.5
711,207eded97727,12,20,7,11.25
712,207eded97727,13,20,7,11.5
713,207eded97727,14,20,6,10.17
714,207eded97727,15,21,7,10.45
715,207eded97727,16,22,6,8.2
716,207eded97727,17,21,6,9.62
717,207eded97727,18,21,6,9.87
718,207eded97727,19,21,6,9.45
719,207eded97727,20,20,6,10.07
720,207eded97727,21,21,7,10.12
721,25e2b3dd9c3b,1,0,10,10.35
722,25e2b3dd9c3b,2,23,10,11.02
723,25e2b3dd9c3b,3,22,6,8.25
724,25e2b3dd9c3b,4,22,6,8.45
725,25e2b3dd9c3b,5,23,6,7.17
726,25e2b3dd9c3b,6,22,6,8.43
727,25e2b3dd9c3b,7,23,6,7.07
728,25e2b3dd9c3b,8,21,10,13.08
729,25e2b3dd9c3b,9,23,9,10.07
730,25e2b3dd9c3b,10,22,6,8.23
731,25e2b3dd9c3b,11,21,6,9.18
732,25e2b3dd9c3b,12,22,7,9.12
733,25e2b3dd9c3b,13,21,6,9.02
734,25e2b3dd9c3b,14,22,6,8.55
735,25e2b3dd9c3b,15,22,6,8.57
736,25e2b3dd9c3b,16,21,7,10.25
737,25e2b3dd9c3b,17,21,7,10.35
738,25e2b3dd9c3b,19,22,8,10.52
739,25e2b3dd9c3b,20,23,9,10.3
740,25e2b3dd9c3b,21,23,10,11.18
741,25e2b3dd9c3b,22,23,10,11.53
742,25e2b3dd9c3b,23,23,9,10.38
743,25e2b3dd9c3b,24,22,11,13.83
744,25e2b3dd9c3b,25,1,10,9.0
745,25e2b3dd9c3b,26,22,6,8.87
746,25e2b3dd9c3b,27,22,6,8.85
747,25e2b3dd9c3b,28,21,6,9.18
748,25e2b3dd9c3b,29,23,10,11.25
749,25e2b3dd9c3b,30,0,9,9.15
750,25e2b3dd9c3b,31,22,6,8.47
751,25e2b3dd9c3b,32,21,6,9.08
752,25e2b3dd9c3b,33,21,6,9.23
753,25e2b3dd9c3b,34,21,6,9.17
754,25e2b3dd9c3b,36,22,8,10.45
755,2654a87be968,1,20,6,10.23
756,2654a87be968,2,21,7,10.1
757,2654a87be968,3,21,7,10.67
758,2654a87be968,4,23,7,8.4
759,2654a87be968,5,1,7,6.68
760,2654a87be968,6,3,10,7.1
761,2654a87be968,7,3,6,3.38
762,2654a87be968,8,22,2,4.35
763,27f09a6a858f,1,23,11,12.8
764,27f09a6a858f,3,1,9,8.77
765,27f09a6a858f,4,1,10,9.03
766,27f09a6a858f,5,1,8,7.6
767,27f09a6a858f,6,23,10,11.48
768,27f09a6a858f,7,1,10,9.08
769,27f09a6a858f,8,1,11,10.07
770,27f09a6a858f,9,1,10,9.18
771,27f09a6a858f,10,1,6,5.83
772,27f09a6a858f,11,2,7,5.25
773,27f09a6a858f,12,6,9,3.18
774,27f09a6a858f,13,0,12,12.13
775,27f09a6a858f,14,1,11,10.25
776,27f09a6a858f,15,1,11,10.03
777,27f09a6a858f,16,23,9,10.57
778,27f09a6a858f,17,22,3,5.13
779,27f09a6a858f,18,0,9,9.65
780,27f09a6a858f,19,0,9,9.33
781,27f09a6a858f,20,23,7,8.13
782,27f09a6a858f,21,0,10,10.12
783,27f09a6a858f,22,0,8,8.45
784,280e08693c6d,1,20,6,10.28
785,280e08693c6d,2,20,6,10.73
786,280e08693c6d,4,23,6,7.0
787,280e08693c6d,5,0,9,9.05
788,280e08693c6d,7,21,7,10.37
789,280e08693c6d,10,22,7,9.5
790,280e08693c6d,11,0,9,9.92
791,280e08693c6d,12,22,9,11.3
792,280e08693c6d,14,21,6,9.63
793,280e08693c6d,15,21,6,9.5
794,280e08693c6d,17,21,6,9.62
795,280e08693c6d,18,23,7,8.2
796,280e08693c6d,19,0,7,7.63
797,280e08693c6d,20,20,7,11.07
798,280e08693c6d,21,20,5,9.12
799,280e08693c6d,26,0,9,9.12
800,280e08693c6d,27,20,6,10.55
801,280e08693c6d,29,21,7,10.12
802,280e08693c6d,31,20,7,11.75
803,280e08693c6d,32,3,9,6.2
804,280e08693c6d,35,20,7,11.42
805,292a75c0b94e,1,23,5,6.45
806,292a75c0b94e,5,21,5,8.48
807,292a75c0b94e,6,21,6,9.68
808,292a75c0b94e,7,20,5,9.47
809,292a75c0b94e,10,1,9,8.13
810,292a75c0b94e,11,20,5,9.08
811,292a75c0b94e,12,21,6,9.02
812,292a75c0b94e,14,20,6,10.1
813,292a75c0b94e,15,22,7,9.55
814,292a75c0b94e,16,0,7,7.08
815,292a75c0b94e,17,22,7,9.62
816,292a75c0b94e,18,22,6,8.43
817,292a75c0b94e,19,21,6,9.1
818,292a75c0b94e,20,22,5,7.18
819,292a75c0b94e,21,21,5,8.07
820,292a75c0b94e,22,21,6,9.3
821,292a75c0b94e,23,23,6,7.43
822,292a75c0b94e,27,21,5,8.23
823,292a75c0b94e,28,21,6,9.73
824,292a75c0b94e,29,21,6,9.63
825,292a75c0b94e,30,23,8,9.18
826,292a75c0b94e,31,2,10,8.48
827,292a75c0b94e,32,22,6,8.88
828,29c75c018220,1,23,7,8.62
829,29c75c018220,2,23,7,8.43
830,29c75c018220,3,23,6,7.12
831,29c75c018220,4,0,7,7.05
832,29c75c018220,5,0,8,8.1
833,29c75c018220,6,21,6,9.15
834,29c75c018220,7,0,7,7.3
835,29c75c018220,8,23,7,8.27
836,29c75c018220,9,0,6,6.6
837,29c75c018220,10,22,7,9.75
838,29c75c018220,11,1,6,5.38
839,29c75c018220,12,0,7,7.13
840,29c75c018220,13,23,7,8.55
841,29c75c018220,14,22,7,9.43
842,29c75c018220,15,1,7,6.68
843,29c75c018220,16,22,6,8.68
844,29c75c018220,17,1,6,5.33
845,29c75c018220,18,1,6,5.53
846,29c75c018220,19,0,7,7.0
847,29c75c018220,20,22,7,9.03
848,29c75c018220,21,23,7,8.08
849,29c75c018220,22,23,7,8.75
850,29c75c018220,23,2,7,5.27
851,29c75c018220,24,23,7,8.13
852,29c75c018220,25,23,7,8.07
853,29c75c018220,26,23,7,8.8
854,29d3469bd15d,1,21,6,9.38
855,29d3469bd15d,2,22,5,7.13
856,29d3469bd15d,5,21,6,9.45
857,29d3469bd15d,6,22,6,8.25
858,29d3469bd15d,7,22,6,8.18
859,29d3469bd15d,14,22,6,8.23
860,29d3469bd15d,15,22,7,9.28
861,29d3469bd15d,16,23,8,9.38
862,29d3469bd15d,17,23,6,7.58
863,29d3469bd15d,18,22,6,8.12
864,29d3469bd15d,19,22,6,8.07
865,29d3469bd15d,20,22,6,8.0
866,29d3469bd15d,21,22,6,8.07
867,29d3469bd15d,22,22,6,8.87
868,29d3469bd15d,23,22,7,9.0
869,2b0a1fa8eba8,1,22,6,8.1
870,2b0a1fa8eba8,2,20,7,11.57
871,2b0a1fa8eba8,3,21,7,10.07
872,2b0a1fa8eba8,4,20,5,9.02
873,2b0a1fa8eba8,5,2,8,6.23
874,2b0a1fa8eba8,6,21,7,10.43
875,2b0a1fa8eba8,7,21,7,10.22
876,2b0a1fa8eba8,8,21,6,9.45
877,2b0a1fa8eba8,9,21,7,10.0
878,2b0a1fa8eba8,10,20,4,8.63
879,2b0a1fa8eba8,11,21,6,9.27
880,2b0a1fa8eba8,12,23,6,7.25
881,2b0a1fa8eba8,13,22,8,10.3
882,2b0a1fa8eba8,14,23,7,8.45
883,2b0a1fa8eba8,17,21,7,10.53
884,2b0a1fa8eba8,19,22,7,9.17
885,2b0a1fa8eba8,21,20,7,11.37
886,2b0a1fa8eba8,22,20,6,10.08
887,2b0a1fa8eba8,23,20,6,10.12
888,2b0a1fa8eba8,24,21,7,10.12
889,2b0a1fa8eba8,25,21,7,10.5
890,2b0a1fa8eba8,26,21,6,9.62
891,2b8d87addea9,1,23,1,2.75
892,2b8d87addea9,2,0,9,9.27
893,2b8d87addea9,3,4,8,4.07
894,2b8d87addea9,4,1,5,4.05
895,2b8d87addea9,5,23,6,7.22
896,2b8d87addea9,6,23,7,8.52
897,2b8d87addea9,8,23,7,8.53
898,2b8d87addea9,9,0,9,9.38
899,2b8d87addea9,10,23,8,9.73
900,2b8d87addea9,11,0,7,7.13
901,2b8d87addea9,12,22,7,9.38
902,2b8d87addea9,13,23,7,8.17
903,2b8d87addea9,14,23,7,8.52
904,2b8d87addea9,15,23,7,8.62
905,2b8d87addea9,17,0,9,9.1
906,2b8d87addea9,18,4,9,5.48
907,2b8d87addea9,19,23,7,8.63
908,2b8d87addea9,20,23,2,3.22
909,2b8d87addea9,21,23,8,9.35
910,2b8d87addea9,22,0,8,8.37
911,2b8d87addea9,23,9,12,3.48
912,2b8d87addea9,24,21,6,9.15
913,2b8d87addea9,25,23,6,7.9
914,2b8d87addea9,26,23,7,8.38
915,2b8d87addea9,27,0,9,9.42
916,2b8d87addea9,28,1,5,4.8
917,2b8d87addea9,29,1,9,8.07
918,2b8d87addea9,30,1,9,8.45
919,2b8d87addea9,31,0,4,4.38
920,2b8d87addea9,32,23,3,4.43
921,2cd2340ca14d,1,3,7,4.18
922,2cd2340ca14d,3,3,14,11.2
923,2cd2340ca14d,4,6,13,7.23
924,2cd2340ca14d,5,5,15,10.15
925,2cd2340ca14d,6,11,16,5.43
926,2cd2340ca14d,7,4,13,9.75
927,2cd2340ca14d,8,5,13,8.62
928,2cd2340ca14d,9,6,14,8.75
929,2cd2340ca14d,10,6,13,7.08
930,2cd2340ca14d,13,2,13,11.48
931,2cd2340ca14d,14,5,9,4.0
932,2e9ced2c7976,1,22,8,10.32
933,2e9ced2c7976,2,2,9,7.1
934,2e9ced2c7976,3,0,9,9.2
935,2e9ced2c7976,4,22,8,10.07
936,2e9ced2c7976,5,1,8,7.33
937,2e9ced2c7976,6,21,6,9.02
938,2e9ced2c7976,7,0,7,7.63
939,2e9ced2c7976,8,0,8,8.63
940,2e9ced2c7976,10,23,8,9.05
941,2e9ced2c7976,11,23,8,9.48
942,2e9ced2c7976,12,22,6,8.5
943,2e9ced2c7976,14,1,7,6.22
944,2f7504d0f426,1,20,6,10.18
945,2f7504d0f426,2,21,6,9.7
946,2f7504d0f426,3,21,6,9.33
947,2f7504d0f426,4,22,6,8.3
948,2f7504d0f426,5,23,8,9.6
949,2f7504d0f426,6,21,6,9.5
950,2f7504d0f426,7,21,6,9.18
951,2f7504d0f426,8,21,7,10.45
952,2f7504d0f426,9,21,6,9.38
953,2f7504d0f426,10,20,6,10.15
954,2f7504d0f426,11,23,6,7.27
955,2f7504d0f426,12,19,8,13.28
956,2f7504d0f426,13,21,7,10.2
957,2f7504d0f426,14,21,4,7.57
958,2f7504d0f426,15,20,6,10.23
959,2f7504d0f426,17,21,6,9.22
960,2f7504d0f426,18,23,6,7.43
961,2f7504d0f426,19,21,6,9.23
962,2fbbee1a38e3,1,21,6,9.37
963,2fbbee1a38e3,2,21,7,10.05
964,2fbbee1a38e3,3,21,7,10.32
965,2fbbee1a38e3,4,23,8,9.13
966,2fbbee1a38e3,5,22,7,9.07
967,2fbbee1a38e3,6,22,8,10.2
968,2fbbee1a38e3,7,22,7,9.98
969,2fbbee1a38e3,8,22,8,10.37
970,2fbbee1a38e3,9,22,7,9.75
971,2fbbee1a38e3,10,21,7,10.13
972,2fbbee1a38e3,11,23,8,9.57
973,2fbbee1a38e3,12,22,7,9.3
974,2fbbee1a38e3,13,21,7,10.07
975,2fbbee1a38e3,14,22,6,8.88
976,2fbbee1a38e3,15,22,7,9.07
977,2fbbee1a38e3,16,21,7,10.75
978,2fbbee1a38e3,17,21,7,10.32
979,2fbbee1a38e3,19,21,6,9.37
980,2fbbee1a38e3,20,21,7,10.63
981,2fbbee1a38e3,21,22,6,8.83
982,2fbbee1a38e3,22,22,7,9.58
983,31011ade7c0a,1,21,6,9.0
984,31011ade7c0a,2,20,6,10.38
985,31011ade7c0a,3,22,8,10.82
986,31011ade7c0a,4,21,7,10.43
987,31011ade7c0a,5,22,6,8.25
988,31011ade7c0a,6,20,7,11.38
989,31011ade7c0a,7,21,7,10.0
990,31011ade7c0a,8,21,7,10.38
991,31011ade7c0a,9,22,8,10.47
992,31011ade7c0a,10,22,7,9.37
993,31011ade7c0a,11,21,8,11.38
994,3318a0e3ed6f,2,21,6,9.15
995,3318a0e3ed6f,3,18,6,12.3
996,3318a0e3ed6f,4,20,6,10.48
997,3318a0e3ed6f,5,20,5,9.18
998,3318a0e3ed6f,6,20,6,10.12
999,3318a0e3ed6f,7,21,6,9.28
1000,3318a0e3ed6f,8,21,5,8.15
1001,3318a0e3ed6f,10,20,6,10.23
1002,3318a0e3ed6f,11,20,6,10.13
1003,3318a0e3ed6f,12,20,6,10.17
1004,3318a0e3ed6f,13,20,5,9.13
1005,3318a0e3ed6f,14,20,5,9.13
1006,3318a0e3ed6f,15,19,6,11.07
1007,3318a0e3ed6f,16,21,7,10.07
1008,3318a0e3ed6f,17,21,6,9.03
1009,3318a0e3ed6f,18,20,7,11.58
1010,3318a0e3ed6f,19,20,6,10.15
1011,3318a0e3ed6f,20,20,6,10.1
1012,3318a0e3ed6f,21,20,5,9.25
1013,3318a0e3ed6f,22,20,5,9.37
1014,3318a0e3ed6f,23,20,6,10.28
1015,3318a0e3ed6f,24,20,5,9.68
1016,3318a0e3ed6f,25,20,6,10.12
1017,3318a0e3ed6f,27,20,6,10.48
1018,3318a0e3ed6f,28,20,6,10.18
1019,3318a0e3ed6f,29,21,6,9.7
1020,3318a0e3ed6f,30,20,5,9.42
1021,3318a0e3ed6f,31,20,6,10.35
1022,3318a0e3ed6f,32,20,7,11.45
1023,3318a0e3ed6f,33,20,6,10.5
1024,3318a0e3ed6f,34,20,5,9.08
1025,3318a0e3ed6f,35,21,6,9.38
1026,33ceeba8918a,1,20,5,9.03
1027,33ceeba8918a,2,19,5,10.12
1028,33ceeba8918a,3,19,5,10.13
1029,33ceeba8918a,4,20,6,10.42
1030,33ceeba8918a,5,20,6,10.13
1031,33ceeba8918a,6,20,6,10.25
1032,33ceeba8918a,7,21,7,10.87
1033,33ceeba8918a,8,20,6,10.07
1034,33ceeba8918a,9,20,6,10.5
1035,33ceeba8918a,10,20,6,10.38
1036,33ceeba8918a,11,21,6,9.07
1037,33ceeba8918a,12,22,7,9.57
1038,33ceeba8918a,13,20,6,10.2
1039,33ceeba8918a,14,20,6,10.13
1040,33ceeba8918a,15,20,6,10.07
1041,33ceeba8918a,18,20,6,10.37
1042,33ceeba8918a,20,21,6,9.5
1043,33ceeba8918a,21,21,5,8.63
1044,33ceeba8918a,22,20,6,10.47
1045,33ceeba8918a,23,19,6,11.88
1046,33ceeba8918a,24,20,6,10.17
1047,3452b878e596,1,0,9,9.28
1048,3452b878e596,2,2,7,5.4
1049,3452b878e596,3,23,6,7.2
1050,3452b878e596,4,22,6,8.1
1051,3452b878e596,5,23,7,8.37
1052,3452b878e596,6,0,8,8.15
1053,3452b878e596,7,22,8,10.45
1054,3452b878e596,8,21,2,5.25
1055,3452b878e596,9,21,1,4.53
1056,3452b878e596,10,23,6,7.05
1057,3452b878e596,11,23,7,8.07
1058,3452b878e596,12,23,7,8.38
1059,3452b878e596,13,20,7,11.0
1060,3452b878e596,14,22,5,7.55
1061,3452b878e596,15,23,7,8.18
1062,3452b878e596,16,23,7,8.72
1063,3452b878e596,17,0,6,6.13
1064,3452b878e596,18,22,6,8.38
1065,3452b878e596,19,0,9,9.5
1066,3452b878e596,20,23,8,9.03
1067,3452b878e596,21,23,7,8.38
1068,3452b878e596,22,2,9,7.32
1069,3452b878e596,23,23,7,8.03
1070,3452b878e596,24,22,7,9.52
1071,3452b878e596,25,22,6,8.22
1072,3452b878e596,26,4,8,4.57
1073,3452b878e596,27,2,9,7.38
1074,3452b878e596,28,23,7,8.22
1075,3452b878e596,29,23,7,8.12
1076,3452b878e596,30,22,7,9.5
1077,3452b878e596,31,23,6,7.23
1078,349c5562ee2c,1,22,5,7.33
1079,349c5562ee2c,2,22,3,5.47
1080,35826366dfc7,1,22,5,7.88
1081,35826366dfc7,2,21,2,5.0
1082,35826366dfc7,3,23,8,9.13
1083,35826366dfc7,4,3,9,6.02
1084,35826366dfc7,5,23,6,7.87
1085,35826366dfc7,6,22,6,8.25
1086,35826366dfc7,7,22,7,9.18
1087,35826366dfc7,8,22,7,9.75
1088,35826366dfc7,9,22,7,9.02
1089,35826366dfc7,10,23,10,11.28
1090,35826366dfc7,11,1,8,7.77
1091,35826366dfc7,13,22,6,8.85
1092,35826366dfc7,14,23,7,8.25
1093,361366da569e,1,22,7,9.37
1094,361366da569e,2,22,8,10.25
1095,361366da569e,3,23,8,9.28
1096,361366da569e,4,21,7,10.43
1097,361366da569e,5,21,7,10.27
1098,361366da569e,7,22,7,9.07
1099,361366da569e,8,21,7,10.62
1100,361366da569e,9,21,6,9.27
1101,361366da569e,10,22,7,9.43
1102,361366da569e,11,21,7,10.33
1103,361366da569e,12,21,6,9.05
1104,361366da569e,13,21,7,10.23
1105,361366da569e,14,21,6,9.55
1106,361366da569e,15,21,7,10.43
1107,361366da569e,16,1,7,6.42
1108,361366da569e,18,21,7,10.57
1109,361366da569e,19,21,7,10.18
1110,361366da569e,20,21,7,10.52
1111,3664fe9233f9,1,22,6,8.63
1112,3664fe9233f9,2,21,6,9.15
1113,3664fe9233f9,3,22,6,8.68
1114,3664fe9233f9,4,2,6,4.28
1115,3664fe9233f9,5,23,8,9.18
1116,3664fe9233f9,6,22,7,9.15
1117,3664fe9233f9,7,22,6,8.25
1118,3664fe9233f9,8,21,6,9.0
1119,3664fe9233f9,9,20,6,10.28
1120,3664fe9233f9,10,21,6,9.13
1121,3664fe9233f9,11,21,6,9.12
1122,3664fe9233f9,12,0,8,8.6
1123,3664fe9233f9,13,23,8,9.27
1124,3664fe9233f9,14,3,6,3.2
1125,3664fe9233f9,15,20,6,10.4
1126,3664fe9233f9,16,21,6,9.02
1127,3664fe9233f9,17,21,6,9.05
1128,3664fe9233f9,18,22,7,9.15
1129,3664fe9233f9,19,5,11,6.0
1130,3664fe9233f9,20,0,8,8.05
1131,3664fe9233f9,21,2,10,8.02
1132,3664fe9233f9,22,1,9,8.1
1133,3665c86afaf5,1,2,8,6.43
1134,3665c86afaf5,2,0,7,7.4
1135,3665c86afaf5,3,23,9,10.92
1136,3665c86afaf5,4,2,8,6.88
1137,3665c86afaf5,5,1,12,11.58
1138,3665c86afaf5,6,0,9,9.33
1139,3665c86afaf5,7,22,11,13.72
1140,3665c86afaf5,10,23,10,11.07
1141,3665c86afaf5,11,0,9,9.72
1142,3665c86afaf5,12,0,10,10.72
1143,3665c86afaf5,13,3,9,6.37
1144,3665c86afaf5,14,23,9,10.25
1145,3665c86afaf5,15,23,10,11.13
1146,3665c86afaf5,16,23,9,10.78
1147,3665c86afaf5,17,0,10,10.68
1148,3665c86afaf5,18,1,10,9.05
1149,3665c86afaf5,19,2,12,10.1
1150,3665c86afaf5,20,0,10,10.1
1151,3a9a9dc2cbd9,1,23,7,8.25
1152,3a9a9dc2cbd9,6,21,7,10.07
1153,3aceb17ef7bd,1,0,7,7.4
1154,3aceb17ef7bd,2,23,7,8.22
1155,3aceb17ef7bd,3,22,6,8.1
1156,3aceb17ef7bd,4,22,6,8.27
1157,3aceb17ef7bd,5,22,6,8.75
1158,3aceb17ef7bd,6,23,7,8.48
1159,3aceb17ef7bd,7,21,4,7.35
1160,3aceb17ef7bd,8,23,6,7.1
1161,3aceb17ef7bd,9,23,8,9.3
1162,3aceb17ef7bd,10,22,8,10.03
1163,3aceb17ef7bd,11,23,7,8.3
1164,3aceb17ef7bd,12,22,1,3.02
1165,3aceb17ef7bd,13,23,5,6.05
1166,3aceb17ef7bd,14,0,7,7.28
1167,3aceb17ef7bd,15,22,4,6.18
1168,3aceb17ef7bd,16,22,7,9.37
1169,3aceb17ef7bd,18,23,8,9.22
1170,3aceb17ef7bd,19,23,7,8.43
1171,3aceb17ef7bd,20,0,7,7.13
1172,3aceb17ef7bd,21,23,8,9.17
1173,3aceb17ef7bd,22,22,7,9.25
1174,3aceb17ef7bd,23,23,7,8.47
1175,3aceb17ef7bd,24,23,8,9.93
1176,3aceb17ef7bd,25,22,7,9.07
1177,3aceb17ef7bd,29,21,5,8.3
1178,3aceb17ef7bd,30,22,8,10.7
1179,3aceb17ef7bd,31,21,7,10.15
1180,3aceb17ef7bd,32,22,5,7.2
1181,3aceb17ef7bd,33,23,6,7.43
1182,3aceb17ef7bd,34,23,6,7.17
1183,3be1545083b7,1,21,7,10.27
1184,3be1545083b7,2,22,7,9.43
1185,3be1545083b7,6,21,7,10.45
1186,3be1545083b7,7,21,7,10.5
1187,3be1545083b7,8,21,7,10.68
1188,3be1545083b7,9,22,6,8.5
1189,3be1545083b7,10,20,6,10.65
1190,3be1545083b7,11,23,8,9.07
1191,3be1545083b7,12,20,7,11.1
1192,3be1545083b7,13,22,7,9.05
1193,3be1545083b7,14,21,6,9.3
1194,3be1545083b7,15,14,7,17.53
1195,3be1545083b7,16,22,7,9.22
1196,3be1545083b7,17,22,8,10.27
1197,3be1545083b7,18,23,8,9.08
1198,3be1545083b7,19,20,6,10.65
1199,3be1545083b7,20,22,7,9.63
1200,3be1545083b7,21,22,7,9.43
1201,3be1545083b7,22,21,7,10.5
1202,3be1545083b7,23,22,10,12.68
1203,3be2f86c3e45,1,20,6,10.67
1204,3be2f86c3e45,3,21,8,11.0
1205,3be2f86c3e45,10,0,10,10.22
1206,3be2f86c3e45,17,21,8,11.35
1207,3c336d6ba566,1,21,7,10.13
1208,3c336d6ba566,2,0,7,7.05
1209,3c336d6ba566,3,22,10,12.32
1210,3c336d6ba566,4,0,7,7.72
1211,3c336d6ba566,5,23,9,10.67
1212,3c336d6ba566,7,22,7,9.55
1213,3c336d6ba566,8,22,7,9.93
1214,3c336d6ba566,10,1,9,8.75
1215,3c336d6ba566,12,0,6,6.17
1216,3c336d6ba566,14,23,7,8.18
1217,3c336d6ba566,15,22,7,9.05
1218,3c336d6ba566,21,22,10,12.25
1219,3c336d6ba566,22,6,12,6.07
1220,3d53bfea61d6,1,21,6,9.32
1221,3d53bfea61d6,2,22,6,8.57
1222,3d53bfea61d6,3,0,7,7.5
1223,3d53bfea61d6,4,0,6,6.22
1224,3d53bfea61d6,5,1,7,6.05
1225,3d53bfea61d6,6,22,8,10.0
1226,3d53bfea61d6,7,0,8,8.13
1227,3d53bfea61d6,8,23,8,9.45
1228,3d53bfea61d6,9,2,6,4.52
1229,3d53bfea61d6,10,21,8,11.25
1230,3d53bfea61d6,11,22,6,8.5
1231,3d53bfea61d6,12,21,6,9.43
1232,3d53bfea61d6,13,22,6,8.58
1233,3d53bfea61d6,14,22,6,8.0
1234,3d53bfea61d6,17,21,7,10.12
1235,3d53bfea61d6,18,21,6,9.62
1236,3d53bfea61d6,19,21,2,5.22
1237,3d53bfea61d6,20,21,6,9.1
1238,3d53bfea61d6,22,21,6,9.27
1239,3d53bfea61d6,23,22,6,8.07
1240,3df0da2e5966,1,20,5,9.02
1241,3df0da2e5966,2,23,7,8.25
1242,3df0da2e5966,3,19,6,11.25
1243,3df0da2e5966,4,19,6,11.32
1244,3df0da2e5966,5,19,6,11.38
1245,3df0da2e5966,7,21,6,9.55
1246,3df0da2e5966,8,21,6,9.1
1247,3df0da2e5966,9,21,6,9.05
1248,3df0da2e5966,10,20,6,10.37
1249,3df0da2e5966,12,19,6,11.62
1250,3df0da2e5966,16,0,6,6.07
1251,405df1b41f9f,1,0,8,8.4
1252,405df1b41f9f,2,0,10,10.27
1253,405df1b41f9f,3,1,8,7.3
1254,40dce6018935,1,22,6,8.2
1255,40dce6018935,2,23,10,11.15
1256,40dce6018935,3,0,9,9.07
1257,40dce6018935,4,0,10,10.35
1258,40dce6018935,5,23,6,7.02
1259,40dce6018935,6,23,6,7.18
1260,40dce6018935,9,23,10,11.37
1261,40dce6018935,10,2,10,8.33
1262,40dce6018935,11,22,6,8.03
1263,40dce6018935,12,22,6,8.02
1264,40dce6018935,13,23,6,7.5
1265,40dce6018935,14,23,6,7.6
1266,40dce6018935,15,0,6,6.32
1267,40dce6018935,16,22,10,12.73
1268,40dce6018935,17,2,9,7.2
1269,40dce6018935,18,5,8,3.4
1270,40dce6018935,19,0,6,6.25
1271,40dce6018935,20,0,6,6.05
1272,40dce6018935,21,23,6,7.48
1273,40dce6018935,22,22,6,8.38
1274,40dce6018935,23,22,7,9.45
1275,416354edd92a,1,0,8,8.25
1276,416354edd92a,6,21,6,9.0
1277,416354edd92a,7,23,8,9.13
1278,416354edd92a,8,23,8,9.1
1279,416354edd92a,9,18,6,12.07
1280,416354edd92a,10,22,7,9.13
1281,416354edd92a,12,21,6,9.38
1282,416354edd92a,14,22,6,8.18
1283,416354edd92a,15,23,7,8.47
1284,416354edd92a,16,22,6,8.37
1285,416354edd92a,17,22,7,9.27
1286,416354edd92a,18,21,6,9.67
1287,416354edd92a,19,21,6,9.12
1288,416354edd92a,21,22,6,8.78
1289,416354edd92a,22,23,9,10.65
1290,416354edd92a,23,0,8,8.48
1291,416354edd92a,24,22,6,8.57
1292,416354edd92a,25,22,7,9.15
1293,416354edd92a,26,22,7,9.83
1294,416354edd92a,27,22,7,9.5
1295,416354edd92a,28,22,7,9.33
1296,416354edd92a,29,22,7,9.63
1297,416354edd92a,30,22,6,8.13
1298,416354edd92a,31,21,6,9.5
1299,416354edd92a,32,22,6,8.28
1300,416354edd92a,33,22,7,9.25
1301,416354edd92a,34,0,8,8.53
1302,416354edd92a,35,23,5,6.18
1303,449766346eb1,1,22,10,12.38
1304,449766346eb1,2,23,8,9.0
1305,449766346eb1,3,3,13,10.53
1306,449766346eb1,4,8,11,3.68
1307,449766346eb1,5,2,6,4.05
1308,449766346eb1,6,1,6,5.33
1309,449766346eb1,7,0,6,6.23
1310,449766346eb1,8,23,12,13.1
1311,449766346eb1,9,1,8,7.28
1312,449766346eb1,10,2,6,4.27
1313,449766346eb1,11,0,11,11.4
1314,449766346eb1,13,0,6,6.02
1315,449766346eb1,14,1,6,5.0
1316,449766346eb1,15,23,11,12.93
